#,Гэрээний нэр,Эрдсийн төрөл,Гэрээний төрөл,Гэрээ байгуулсан огноо,Баримт бичгийн төрөл,Гэрээ байгуулсан төрийн байгууллага,Компанийн нэр,Төслийн нэр,Гэрээний файл,OCID,Аннотацийн текст,Метадата текст
798,Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ,,,2017-09-08,Contract,,,Гүүр -2 нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN6839575324RC,,
799,Дорнод аймгийн Булган сум болон Дорнын хүдэр ХХК-ийн хооронд байгуулсан орон нутагтай хамтран ажиллах гэрээ,,,2017-09-08,Contract,,,Дорнын хүдэр,,ocds-591adf-MN9074389921RC,,
800,"Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ, Булган Бүрэгхангай, Өнө мандал",,,2017-09-08,Contract,,,,,ocds-591adf-MN8965180907RC,,
801,Дорноговь аймгийн Айраг сум болон Алтанбарга ХХК-ийн хооронд байгуулсан газар ашиглуулах гэрээ,,,2017-09-05,Contract,,,,,ocds-591adf-MN6999555303RC,,
802,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээний загвар,,,2017-09-05,Contract,,,Бурхант нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN0272396509RC,,
803,Дорноговь аймгийн Айраг сум болон Дунфалунма-ХХК-ийн хооронд байгуулсан газар ашиглуулах гэрээ,,,2017-09-04,Contract,,,,,ocds-591adf-MN6852602274RC,,
804,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,,2017-09-04,Contract,,,Баянхангай -2 нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN7427541223RC,,
805,Дорноговь аймгийн Айраг сум болон Хөх жонш ХХК-ийн хооронд байгуулсан газар ашиглуулах гэрээ,,,2017-09-04,Contract,,,,,ocds-591adf-MN9454861402RC,,
806,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,,2017-09-01,Contract,,,Цагаан бяруут нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN1111784785RC,,
807,Сэлэнгэ аймгийн Мандал сум болон Сентерра гоулд ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ 360 га,,,2017-08-31,Contract,,,,,ocds-591adf-MN7224551684RC,,
808,Сэлэнгэ аймгийн Мандал сум болон Сентерра гоулд ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ 342.26 га,,,2017-08-31,Contract,,,,,ocds-591adf-MN0453756596RC,,
809,"Дундговь аймаг ЗДТГ, Тайшэн девелопмент ХХК-ийн хооронд байгуулсан Эрээний ордын ашиглалтын үйл ажиллагааны талаар хамтран ажиллах гэрээ",,,2017-08-27,Contract,,,,,ocds-591adf-MN5648416882RC,,
810,Туул голын сав газрын захиргааны ус ашиглалтыг зохицуулах алба болон Эм Жи Жи И Си ХХК-ийн хооронд байгуулсан ус ашиглах гэрээ,,,2017-08-25,Contract,,,,,ocds-591adf-MN3176322634RC,,
811,Төв аймгийн Заамар сум болон Монголросцветмет ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2017-08-22,Contract,,,,,ocds-591adf-MN4620592680RC,,
812,Ховд аймаг болон МоЭнКо ХХК-ийн хооронд байгуулсан хамтран ажиллах гэрээ,,,2017-08-20,Contract,,,Хөшөөт,,ocds-591adf-MN9383975760RC,,
813,"Бичил уурхайгаар ашигт малтмал олборлох гэрээ, Багахангай, Ивээлт нутаг нөхөрлөл",,Artisanal mining agreement,2017-08-17,Contract,,,,,ocds-591adf-MN2329190817RC,,
814,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,,2017-08-17,Contract,,,Багахангай дүүргийн Улаан худаг нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN2433011080RC,,
815,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,Artisanal mining agreement,2017-08-17,Contract,,,Улаан худаг нэртэй газар бичил уурхайгаар алт олборлох,,ocds-591adf-MN5759840690RC,,
816,Баянхонгор аймаг болон Спейшл майнз ХХК-ийн хооронд байгуулсан хамтран ажиллах гэрээ,,Localcooperation agreement,2017-08-15,Contract,,,Баянхонгор аймгийн Баян-Овоо сумын Тогоотын Ам газар дах тусгай зөвшөөрөл,,ocds-591adf-MN5819056355RC,,
817,Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ,,,2017-08-14,Contract,,,Бумбат нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN6276735604RC,,
818,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Хос Хас"" ХХК]",,,2017-08-14,Contract,,,,,ocds-591adf-MN3869630833RC,,
819,бичил уурхайн нөхөрлөлтэй байгуулах гэрээ,,,2017-08-14,Contract,,,Булант нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN8043376843RC,,
820,Төв аймгийн Жаргалант сум болон Тэн хун ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2017-08-11,Contract,,,,,ocds-591adf-MN4431808374RC,,
821,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Феско"" ХХК]",,,2017-08-11,Contract,,,,,ocds-591adf-MN8355084416RC,,
822,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Пентатерра"" ХХК]",,,2017-08-11,Contract,,,,,ocds-591adf-MN7833689525RC,,
823,Байгаль орчин аялал жуулчлалын газар болон Хартарвагатай ХХК-ийн хооронд байгуулсан ус ашиглах гэрээ,,,2017-08-10,Contract,,,,,ocds-591adf-MN3055494401RC,,
824,Бичил уурхайн нөхөрлөлтэй байгуулсан гэрээ,,,2017-08-10,Contract,,,Тосон нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN4237030875RC,,
825,Дундговь аймаг болон Гео хөгжил майнинг ХХК-ийн хооронд байгуулсан хамтран ажиллах гэрээ,,,2017-08-10,Contract,,,,,ocds-591adf-MN5438438615RC,,
826,Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ,,,2017-08-10,Contract,,,Тосон нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN2994068658RC,,
827,Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ,,Artisanal mining agreement,2017-08-10,Contract,,,Хос хас нэртэй газари бичил уурхайгаар алт олборлох,,ocds-591adf-MN7045613654RC,,
828,Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ,,,2017-08-09,Contract,,,Өгөөмөр нэртэй газар бичил уурхайгаар алт олборлох,,ocds-591adf-MN0416083462RC,,
829,Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [АРЕВА Майнс ХХК],,,2017-08-09,Contract,,,,,ocds-591adf-MN4666914164RC,,
830,Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [Рэдвулкан ХХК],,,2017-08-09,Contract,,,,,ocds-591adf-MN0708725721RC,,
831,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Рэдвулкан"" ХХК]",,,2017-08-09,Contract,,,,,ocds-591adf-MN7732464106RC,,
832,Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ,,,2017-08-09,Contract,,,Дэрст багийн Өгөөмөр нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN6118622975RC,,
833,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Ориент майнинг инвестмент"" ХХК]",,,2017-08-04,Contract,,,,,ocds-591adf-MN5911348202RC,,
834,Дорноговь сумын Айраг сум болон Хэрлэн-импекс-ХХК-ийн хооронд байгуулсан газар ашиглуулах гэрээ,,,2017-08-02,Contract,,,,,ocds-591adf-MN9564342747RC,,
835,Булган аймаг болон Хос хас ХХК-ийн хооронд байгуулсан хамтран ажиллах гэрээ,,,2017-08-01,Contract,,,,,ocds-591adf-MN9830423629RC,,
836,Сүхбаатар аймаг болон Бадмаараг хаш ХХК-ийн хооронд байгуулсан хамтран ажиллах гэрээ,,,2017-08-01,Contract,,,,,ocds-591adf-MN4819859137RC,,
837,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,,2017-07-28,Contract,,,Санжинт багийн Бурхант нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN9109935370RC,,
838,Булган аймгийн ЗДТГ болон Хамтын эх булаг ХХК-ийн хооронд байгуулсан хамтран ажиллах гэрээ,,,2017-07-26,Contract,,,,,ocds-591adf-MN4601165916RC,,
839,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Эрдэнэ дорно"" ХХК]",,,2017-07-25,Contract,,,,,ocds-591adf-MN3425496005RC,,
840,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,,2017-07-21,Contract,,,Шарын хөндий нэртэй газарт  бичил уурхайгаар алт олборлох,,ocds-591adf-MN6729444514RC,,
841,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Зэст өндөр"" ХХК]",,,2017-07-18,Contract,,,,,ocds-591adf-MN6776617414RC,,
842,"Туул голын сав газрын захиргааны ус ашиглалтыг зохицуулах алба болон Алтандорнод Монгол ХХК, Плантинум ланд ХХК-ийн хооронд байгуулсан ус ашиглах гэрээ",,,2017-07-18,Contract,,,,,ocds-591adf-MN5995176112RC,,
843,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Хатантүшиг"" ХХК]",,,2017-07-17,Contract,,,,,ocds-591adf-MN3659998392RC,,
844,"Галба-Өөш, Долоодын говийн сав газрын захиргаа болон Тавантолгой ХК-ийн хооронд байгуулсан ус ашиглах гэрээ",,,2017-07-17,Contract,,,,,ocds-591adf-MN5172913168RC,,
845,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,Artisanal mining agreement,2017-07-16,Contract,,,Бурхант нэртэй газарт бичил уурхайгаар алт олборлох,,ocds-591adf-MN4220997166RC,,
846,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,,2017-07-16,Contract,,,Цагаан хөтөл нэртэй газарт  бичил уурхайгаар алт олборлох,,ocds-591adf-MN5266013026RC,,
847,Баянхонгор аймаг болон Энержи Вестерн Даймонд ХХК-ийн хооронд байгуулсан хамтран ажиллах гэрээ,,Localcooperation agreement,2017-07-16,Contract,,,,,ocds-591adf-MN8952040766RC,,
848,"""Ар булаг-XXIX"" талбайд газрын тосны хайгуул, ашиглалтын үйл ажиллагаа эрхлэх талаар Газрын тосны газар, ""Макс ойл"" ХХК-ийн хооронд байгуулсан бүтээгдэхүүн хуваах гэрээ",,,2017-07-06,Contract,,,,,ocds-591adf-MN2441097077RC,,
